	ComplexName	UniProtIDs	GeneNames
3084	ABRAXAS2-SHMT1 complex	P34896;Q15018	SHMT1;ABRAXAS2
3085	ABRAXAS2-SHMT2 complex	P34897;Q15018	SHMT2;ABRAXAS2
3086	Glycogen synthase	P13834;P13280	GYS1;GYG1
3087	GRB7-PTK2 complex	Q14451;Q05397	GRB7;PTK2
3088	Grb7-Elavl1  complex	Q03160;P70372	Grb7;Elavl1
3089	Grb7-Tia1 complex	Q03160;P52912	Grb7;Tia1
3090	Elavl1-Tia complex	P52912;P70372	Tia1;Elavl1
3091	Grb7-Elavl1-Tia1 complex	Q03160;P52912;P70372	Grb7;Tia1;Elavl1
3092	Dmbx1-Otx2 complex	Q91ZK4;P80206	Dmbx1;Otx2
3093	HSPA9-GRPEL1-GRPEL2 complex	Q8TAA5;Q9HAV7;P38646	GRPEL2;GRPEL1;HSPA9
3094	GRPEL1-GRPEL2 complex	Q8TAA5;Q9HAV7	GRPEL2;GRPEL1
3095	HSPA9-GRPEL1 complex	Q9HAV7;P38646	GRPEL1;HSPA9
3096	HSPA9-GRPEL2 complex	Q8TAA5;P38646	GRPEL2;HSPA9
3097	HSPA9-GRPEL1-GRPEL2-TIMM44 complex	Q8TAA5;Q9HAV7;O43615;P38646	GRPEL2;GRPEL1;TIMM44;HSPA9
3098	GSKIP-GSK3B-PRKAR2A complex	P49841;P13861;Q9P0R6	GSK3B;PRKAR2A;GSKIP
3099	GSKIP-PRKAR2B complex	P31323;Q9P0R6	PRKAR2B;GSKIP
3100	PRKAR2A-GSKIP-GSK3B-DNM1L complex	P49841;Q9P0R6;P13861;O00429	GSK3B;GSKIP;PRKAR2A;DNM1L
3101	COMMD1-CCDC22-CCDC93-C16orf62 complex	Q7Z3J2;Q8N668;Q567U6;O60826	VPS35L;COMMD1;CCDC93;CCDC22
3102	CCDC22-CCDC93-C16orf62 complex	Q7Z3J2;Q567U6;O60826	VPS35L;CCDC93;CCDC22
3103	CCDC93-COMMD1-COMMD6 complex	Q7Z4G1;Q8N668;Q567U6	COMMD6;COMMD1;CCDC93
3104	COMMD1-CCDC93-C16orf62 complex	Q7Z3J2;Q8N668;Q567U6	VPS35L;COMMD1;CCDC93
3105	CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex	A8K0Z3;Q7Z3J2;Q9Y4E1;O60826;Q567U6	WASHC1;VPS35L;WASHC2C;CCDC22;CCDC93
3106	VCP-SELK-DERL1 complex	Q9BUN8;P55072;Q9Y6D0	DERL1;VCP;SELENOK
3107	Hras-Rgs14 complex	P20171;O08773	Hras;Rgs14
3108	Braf-Hras-Map2k1-Mapk3-Rgs14 complex	P20171;F1M9C3;O08773;P21708;Q01986	Hras;Braf;Rgs14;Mapk3;Map2k1
3109	SEC23-SEC24 adaptor complex	O95487;Q15436	SEC24B;SEC23A
3110	SEC23-SEC24-SCAP-SREBP1c complex	O95487;P36956;Q15436;Q12770	SEC24B;SREBF1;SEC23A;SCAP
3111	Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)	O95487;Q9Y6B6;Q9HCU5;Q15436;Q9Y6Y8	SEC24B;SAR1B;PREB;SEC23A;SEC23IP
3112	GNAS-L-GNB2-GNG1 complex	P62879;P63092;P63211	GNB2;GNAS;GNGT1
3113	GNAS-L-GNB3-GNG1 complex	P63092;P16520;P63211	GNAS;GNB3;GNGT1
3114	GNAS-L-GNB4-GNG1 complex	P63092;Q9HAV0;P63211	GNAS;GNB4;GNGT1
3115	GNAS-L-GNB1-GNG1 complex	P63092;O14775;P63211	GNAS;GNB5;GNGT1
3116	GNAS-L-GNB2-GNG2 complex	P62879;P63092;P59768	GNB2;GNAS;GNG2
3117	GNAS-L-GNB3-GNG2 complex	P63092;P16520;P59768	GNAS;GNB3;GNG2
3118	GNAS-L-GNB4-GNG2 complex	P63092;Q9HAV0;P59768	GNAS;GNB4;GNG2
3119	GNAS-L-GNB4-GNG2 complex	P63092;P59768;O14775	GNAS;GNG2;GNB5
3120	GNAS-L-GNB1-GNG3 complex	P63215;P63092;P62873	GNG3;GNAS;GNB1
3121	GNAS-L-GNB2-GNG3 complex	P63215;P62879;P63092	GNG3;GNB2;GNAS
3122	GNAS-L-GNB1-GNG3 complex	P63092;P16520;P63215	GNAS;GNB3;GNG3
3123	GNAS-L-GNB4-GNG3 complex	P63215;P63092;Q9HAV0	GNG3;GNAS;GNB4
3124	GNAS-L-GNB5-GNG3 complex	P63215;P63092;O14775	GNG3;GNAS;GNB5
3125	TSC1-TSC2 complex	Q92574;P49815	TSC1;TSC2
3126	TSC2-DVL complex	O14640;P49815	DVL1;TSC2
3127	TSC2-GSK3-AXIN-DVL complex	O14640;P49815;P49841;O15169	DVL1;TSC2;GSK3B;AXIN1
3128	GNAS-L-GNB1-GNG4 complex	P50150;P63092;P62873	GNG4;GNAS;GNB1
3129	GNAS-L-GNB2-GNG4 complex	P50150;P63092;P62879	GNG4;GNAS;GNB2
3130	GNAS-L-GNB3-GNG4 complex	P63092;P50150;P16520	GNAS;GNG4;GNB3
3131	GNAS-L-GNB4-GNG4 complex	P50150;P63092;Q9HAV0	GNG4;GNAS;GNB4
3132	GNAS-L-GNB5-GNG4 complex	P50150;P63092;O14775	GNG4;GNAS;GNB5
3133	GNAS-L-GNB1-GNG5 complex	P63218;P63092;P62873	GNG5;GNAS;GNB1
3134	GNAS-L-GNB2-GNG5 complex	P62879;P63218;P63092	GNB2;GNG5;GNAS
3135	GNAS-L-GNB3-GNG5 complex	P63092;P63218;P16520	GNAS;GNG5;GNB3
3136	GNAS-L-GNB4-GNG5 complex	P63218;P63092;Q9HAV0	GNG5;GNAS;GNB4
3137	GNAS-L-GNB5-GNG5 complex	P63218;P63092;O14775	GNG5;GNAS;GNB5
3138	GNAS-L-GNB1-GNG7 complex	P62873;P63092;O60262	GNB1;GNAS;GNG7
3139	GNAS-L-GNB2-GNG7 complex	P62879;P63092;O60262	GNB2;GNAS;GNG7
3140	GNAS-L-GNB3-GNG7 complex	P63092;P16520;O60262	GNAS;GNB3;GNG7
3141	GNAS-L-GNB4-GNG7 complex	P63092;O60262;Q9HAV0	GNAS;GNG7;GNB4
3142	GNAS-L-GNB5-GNG7 complex	P63092;O60262;O14775	GNAS;GNG7;GNB5
3143	GNAS-L-GNB1-GNG8 complex	P63092;P62873;Q9UK08	GNAS;GNB1;GNG8
3144	GNAS-L-GNB2-GNG8 complex	P62879;P63092;Q9UK08	GNB2;GNAS;GNG8
3145	GNAS-L-GNB3-GNG8 complex	P63092;P16520;Q9UK08	GNAS;GNB3;GNG8
3146	GNAS-L-GNB4-GNG8 complex	P63092;Q9HAV0;Q9UK08	GNAS;GNB4;GNG8
3147	GNAS-L-GNB5-GNG8 complex	Q9UK08;P63092;O14775	GNG8;GNAS;GNB5
3148	p53-MDM2 complex	Q00987;P04637	MDM2;TP53
3149	Nptxr-Nptx1 complex	P47971;O35764	Nptx1;Nptxr
3150	Nptxr-NPTX2 complex	P47972;O35764	NPTX2;Nptxr
3151	CCNB1-CCNF complex	P41002;P14635	CCNF;CCNB1
3152	Glutamate-cysteine ligase	P48507;P48506	GCLM;GCLC
3153	GNAS-L-GNB1-GNG10 complex	P50151;P63092;P62873	GNG10;GNAS;GNB1
3154	GNAS-L-GNB2-GNG10 complex	P50151;P63092;P62879	GNG10;GNAS;GNB2
3155	GNAS-L-GNB3-GNG10 complex	P63092;P50151;P16520	GNAS;GNG10;GNB3
3156	3-methylcrotonyl-CoA carboxylase	Q96RQ3;Q9HCC0	MCCC1;MCCC2
3157	Methionine adenosyltransferase alpha2 beta-v1	Q9NZL9;P31153	MAT2B;MAT2A
3158	CCR4-NOT-CNOT7-CNOT6 complex	Q92600;Q9UIV1;Q9C0C2;Q9NZN8;Q9H9A5;Q9UKZ1;A5YKK6;Q9ULM6;O75175	CNOT9;CNOT7;TNKS1BP1;CNOT2;CNOT10;CNOT11;CNOT1;CNOT6;CNOT3
3159	GNAS-L-GNB4-GNG10 complex	P50151;P63092;Q9HAV0	GNG10;GNAS;GNB4
3160	GNAS-L-GNB5-GNG10 complex	P50151;P63092;O14775	GNG10;GNAS;GNB5
3161	GNAS-L-GNB1-GNG11 complex	P61952;P63092;P62873	GNG11;GNAS;GNB1
3162	TIMM8A-TIMM13-TIMM23 complex	Q9Y5L4;O14925;O60220	TIMM13;TIMM23;TIMM8A
3163	GNAS-L-GNB2-GNG11 complex	P62879;P61952;P63092	GNB2;GNG11;GNAS
3164	GNAS-L-GNB3-GNG11 complex	P63092;P61952;P16520	GNAS;GNG11;GNB3
3165	GNAS-L-GNB4-GNG11 complex	P61952;P63092;Q9HAV0	GNG11;GNAS;GNB4
3166	GNAS-L-GNB5-GNG11 complex	P61952;P63092;O14775	GNG11;GNAS;GNB5
3167	GNAS-L-GNB1-GNG12 complex	P63092;P62873;Q9UBI6	GNAS;GNB1;GNG12
3168	GNAS-L-GNB2-GNG12 complex	P62879;P63092;Q9UBI6	GNB2;GNAS;GNG12
3169	GNAS-L-GNB3-GNG12 complex	P63092;P16520;Q9UBI6	GNAS;GNB3;GNG12
3170	GNAS-L-GNB4-GNG12 complex	Q9UBI6;P63092;Q9HAV0	GNG12;GNAS;GNB4
3171	GNAS-L-GNB5-GNG12 complex	P63092;Q9UBI6;O14775	GNAS;GNG12;GNB5
3172	GNAS-L-GNB1-GNG13 complex	Q9P2W3;P63092;P62873	GNG13;GNAS;GNB1
3173	GNAS-L-GNB2-GNG13 complex	Q9P2W3;P62879;P63092	GNG13;GNB2;GNAS
3174	GNAS-L-GNB3-GNG13 complex	P63092;P16520;Q9P2W3	GNAS;GNB3;GNG13
3175	GNAS-L-GNB4-GNG13 complex	Q9P2W3;P63092;Q9HAV0	GNG13;GNAS;GNB4
3176	GNAS-L-GNB5-GNG13 complex	Q9P2W3;P63092;O14775	GNG13;GNAS;GNB5
3177	CCR4-NOT-CNOT7-CNOT6L complex	Q92600;Q9UIV1;Q9C0C2;Q9NZN8;Q96LI5;Q9H9A5;Q9UKZ1;A5YKK6;O75175	CNOT9;CNOT7;TNKS1BP1;CNOT2;CNOT6L;CNOT10;CNOT11;CNOT1;CNOT3
3178	CCR4-NOT-CNOT8-CNOT6 complex	Q92600;Q9C0C2;Q9NZN8;Q9UFF9;Q9H9A5;Q9UKZ1;A5YKK6;Q9ULM6;O75175	CNOT9;TNKS1BP1;CNOT2;CNOT8;CNOT10;CNOT11;CNOT1;CNOT6;CNOT3
3179	CCR4-NOT-CNOT8-CNOT6L complex	Q92600;Q9C0C2;Q9NZN8;Q96LI5;Q9UFF9;Q9H9A5;Q9UKZ1;A5YKK6;O75175	CNOT9;TNKS1BP1;CNOT2;CNOT6L;CNOT8;CNOT10;CNOT11;CNOT1;CNOT3
3180	Dysbindin 1-A-DNA-PK-complex	P78527;Q96EV8;P12956;P13010	PRKDC;DTNBP1;XRCC6;XRCC5
3181	DHHC6-SELK complex	Q9H6R6;Q9Y6D0	ZDHHC6;SELENOK
3182	MSL complex	Q9HCI7;Q68DK7;Q8N5Y2;Q9H7Z6	MSL2;MSL1;MSL3;KAT8
3183	NSL complex	Q9H9L4;Q9P2N6;Q7Z3B3;O15294;Q9H7Z6;Q96EZ8;P61964;P51610;Q9BVI0	KANSL2;KANSL3;KANSL1;OGT;KAT8;MCRS1;WDR5;HCFC1;PHF20
3184	MMS19-XPD complex	P18074;Q96T76	ERCC2;MMS19
3185	MMS19-FAM96B complex	Q9Y3D0;Q96T76	CIAO2B;MMS19
3186	HCF1-THAP11 complex	P51610;Q96EK4	HCFC1;THAP11
3187	CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	O94776;Q15672;Q92769;Q16576;Q14839	MTA2;TWIST1;HDAC2;RBBP7;CHD4
3188	Atxn1-Rora-Yap complex	P54254;P51448;P46938	Atxn1;Rora;Yap1
3189	Insr-Irs1-Iqgap1 complex	Q9JKF1;P15208;P35569	Iqgap1;Insr;Irs1
3190	Dcd-Th-Slc18a2 complex	P04177;Q01827;P14173	Th;Slc18a2;Ddc
3191	Slc18a1-Slc18a2-Th complex	Q01818;P04177;Q01827	Slc18a1;Th;Slc18a2
3192	Creb3l3-Ppara-Sirt1 mouse	Q91XE9;Q923E4;P23204	Creb3l3;Sirt1;Ppara
3193	Kif15-Myh10 complex	Q7TSP2;Q9JLT0	Kif15;Myh10
3194	Cd2ap-Nphs1-Sept7 complex	Q9R044;Q9WVC0;F1LRS8	Nphs1;Septin7;Cd2ap
3195	DLC1-DLGAP1-MYO5A complex	O14490;Q96QB1;Q9Y4I1	DLGAP1;DLC1;MYO5A
3196	DLGAP1-DLG4-DYNLL2 complex	O14490;Q96FJ2;P78352	DLGAP1;DYNLL2;DLG4
3197	DISC1-DRD2 complex	P14416;Q9NRI5	DRD2;DISC1
3198	ARXN1-CIC complex	P54253;Q96RK0	ATXN1;CIC
3199	Dync1i1-Snca complex	O88485;O55042	Dync1i1;Snca
3200	Cebpa-Nfya complex	P53566;P23708	Cebpa;Nfya
3201	CHRNA7-NMDAR1 complex	Q05586;P36544	GRIN1;CHRNA7
3202	CHRNA7-GRIN2A complex	Q12879;P36544	GRIN2A;CHRNA7
3203	SNCA-TUBB3 complex	P37840;Q13509	SNCA;TUBB3
3204	RPGRIP1-SPATA7 complex	Q96KN7;Q9P0W8	RPGRIP1;SPATA7
3205	AURKA-HRAS-RAF1 complex	O14965;P01112;P04049	AURKA;HRAS;RAF1
3206	Apba1-Cask-Nrxn1-Ppfia1 complex	B8QI33;P0DI97;B2RUJ5;O70589	Ppfia1;Nrxn1;Apba1;Cask
3207	Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex	Q6ZPV2;Q8C092;Q6ZQ88;O35129;Q00915;O09106	Ino80;Taf5;Kdm1a;Phb2;Rbp1;Hdac1
3208	ABCB1-ANXA2-RACK1-SRC complex	P08183;P63244;P07355;P12931	ABCB1;RACK1;ANXA2;SRC
3209	ERS1-MDM2 complex	Q00987;P03372	MDM2;ESR1
3210	ESR1-MDM4 complex	O15151;P03372	MDM4;ESR1
3211	IGBP1-MID1-PPP2CA complex	P67775;P78318;O15344	PPP2CA;IGBP1;MID1
3212	ING5 (BRPF2, MOZ, MORF) complex	Q8WYB5;Q9HAF1;Q92794;O95696;Q8WYH8	KAT6B;MEAF6;KAT6A;BRD1;ING5
3213	ING5 (BRPF3, MOZ, MORF) complex	Q9ULD4;Q8WYB5;Q9HAF1;Q92794;Q8WYH8	BRPF3;KAT6B;MEAF6;KAT6A;ING5
3214	ING5 complex (ING5, JADE2, KAT7, MEAF6)	O95251;Q9NQC1;Q9HAF1;Q8WYH8	KAT7;JADE2;MEAF6;ING5
3215	ING5 complex (ING5, JADE3, KAT7, MEAF6)	O95251;Q9HAF1;Q92613;Q8WYH8	KAT7;MEAF6;JADE3;ING5
3216	ABCB1-PPP2R3C-TFPI2 complex	P08183;P48307;Q969Q6	ABCB1;TFPI2;PPP2R3C
3217	Abl1-Abl2-Crk-Unc119 complex	Q4JIM5;Q64010;Q9Z2R6;P00520	Abl2;Crk;Unc119;Abl1
3218	LDHA-LDHB complex	P00339;P00336	LDHA;LDHB
3219	HCFC1-THAP11-ZNF143 complex	P52747;P51610;Q96EK4	ZNF143;HCFC1;THAP11
3220	Hcls1-Liar-Lyn complex	Q91WK7;P25911;P49710	Ankrd54;Lyn;Hcls1
3221	3-Hydroxyacyl CoA dehydrogenase	P40939;P55084	HADHA;HADHB
3222	ABCG5-ABCG8 complex	Q9H222;Q9H221	ABCG5;ABCG8
3223	Mdl1-Dap12-Dap10 complex	Q9R007;O54885;Q9QUJ0	Clec5a;Tyrobp;Hcst
3224	MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex	Q15049;P05026;P78508;Q9HBA0;Q9NSN8;P55087	MLC1;ATP1B1;KCNJ10;TRPV4;SNTG1;AQP4
3225	AKT1-NQO2 complex	P31749;P16083	AKT1;NQO2
3226	KAT2A-Oxoglutarate dehydrogenase complex	Q92830;Q02218;P09622;P36957	KAT2A;OGDH;DLD;DLST
3227	HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex	Q9HBA0;Q15049;Q14CZ8;P05026;P78508;P55087	TRPV4;MLC1;HEPACAM;ATP1B1;KCNJ10;AQP4
3228	p532-Clathrin-HSP70 complex	Q15751;Q00610;P0DMV8	HERC1;CLTC;HSPA1A
3229	ARNTL-NPAS2 complex	O00327;Q99743	ARNTL;NPAS2
3230	Core clock complex	O00327;O15516	ARNTL;CLOCK
3231	ARNTL-HIF1A complex	O00327;Q16665	ARNTL;HIF1A
3232	ARNTL-EPAS1 complex	O00327;Q99814	ARNTL;EPAS1
3233	BCL2-CISD2 complex	Q8N5K1;P10415	CISD2;BCL2
3234	Carboxypeptidase N	P22792;P15169	CPN2;CPN1
3235	Bin1-Dnm1-Ehbp1 complex	O08539;P39053;Q69ZW3	Bin1;Dnm1;Ehbp1
3236	BIN1-EHBP1-RAB8A complex	P61006;O00499;Q8NDI1	RAB8A;BIN1;EHBP1
3237	FEN1-WRN complex	P39748;Q14191	FEN1;WRN
3238	ETS1-PRX1 complex	P54821;P14921	PRRX1;ETS1
3239	GSK3B-HSP90AA1-PKM2 complex	P07900;P49841;P14618	HSP90AA1;GSK3B;PKM
3240	HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex	P78527;P23246;O94992;P12956;P13010;Q96PK6;P43243;Q15233;Q8WXF1	PRKDC;SFPQ;HEXIM1;XRCC6;XRCC5;RBM14;MATR3;NONO;PSPC1
3241	AIP4-DTX3L complex	Q96J02;Q8TDB6	ITCH;DTX3L
3242	SIMPLE-HRS-STAM1 complex	Q92783;Q99732;O14964	STAM;LITAF;HGS
3243	ANGPTL4-LRP6-SDC1 complex	O75581;P18827;Q9BY76	LRP6;SDC1;ANGPTL4
3244	ANGPTL4-LRP6-SDC2 complex	O75581;P34741;Q9BY76	LRP6;SDC2;ANGPTL4
3245	ANGPTL4-LRP6-SDC4 complex	O75581;P31431;Q9BY76	LRP6;SDC4;ANGPTL4
3246	EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex	P49770;Q9NR50;Q9UI10;Q13144	EIF2B2;EIF2B3;EIF2B4;EIF2B5
3247	EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex	Q9NR50;Q14232;Q13144;P49770;Q9UI10	EIF2B3;EIF2B1;EIF2B5;EIF2B2;EIF2B4
3248	Irf4-Spi1 complex	P17433;Q64287	Spi1;Irf4
3249	JUND-TAP1 complex	P17535;Q03518	JUND;TAP1
3250	ERCC1-RPA1-XPA complex	P23025;P27694;P07992	XPA;RPA1;ERCC1
3251	PRT1-RGP1 complex	P55884;Q92546	EIF3B;RGP1
3252	ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex	P25786;P39687;Q07021;Q00325;P06454;P60709	PSMA1;ANP32A;C1QBP;SLC25A3;PTMA;ACTB
3253	ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex	P25788;Q92688;P39687;P05141;P06454	PSMA3;ANP32B;ANP32A;SLC25A5;PTMA
3254	PARD3B-PARD6A-PRKCI complex	P41743;Q9NPB6;Q8TEW8	PRKCI;PARD6A;PARD3B
3255	HIC1-PCL3L-PCR2 complex	Q5T6S3;Q14526;Q15022;Q15910;O75530	PHF19;HIC1;SUZ12;EZH2;EED
3256	CB1-Gphn-Nlgn2 complex	Q811P8;Q8BUV3;Q69ZK9	Arhgap32;Gphn;Nlgn2
3257	ADA-DPP4 complex	P27487;P00813	DPP4;ADA
3258	END1-ENDRA complex	P05305;P25101	EDN1;EDNRA
3259	IL10-IL10RA complex	Q13651;P22301	IL10RA;IL10
3260	CRY1-Core clock complex	O00327;O15516;Q16526	ARNTL;CLOCK;CRY1
3261	CTNNB1-ESR1 complex	P03372;P35222	ESR1;CTNNB1
3262	ESYT1-ESYT2 complex	Q9BSJ8;A0FGR8	ESYT1;ESYT2
3263	ESYT1-ESYT3 complex	Q9BSJ8;A0FGR9	ESYT1;ESYT3
3264	Ap1g1-Ap2a2-Dcx complex	O88809;P17427;P22892	Dcx;Ap2a2;Ap1g1
3265	NFKB1-STAT3 complex	P19838;P40763	NFKB1;STAT3
3266	RELA-STAT3 complex	Q04206;P40763	RELA;STAT3
3267	CTNNB1-DDX5-HDGF complex	P17844;P51858;P35222	DDX5;HDGF;CTNNB1
3268	CLEC4E-FCER1G complex	P30273;Q9ULY5	FCER1G;CLEC4E
3269	CLEC4E-MS4A2 complex	Q9ULY5;Q01362	CLEC4E;MS4A2
3270	ECT2-PARD6A-PRKCQ complex	J9P3Q8;J9NX43;E2RNP2	PARD6A;ECT2;PRKCQ
3271	DAD1-DDOST-RPN1-RPN2 complex	Q05052;F1PCT7;E2R4X3;E2RQ08	DDOST;RPN2;DAD1;RPN1
3272	FNBP1L-TJP1 complex	O97758;J9NS46	TJP1;FNBP1L
3273	HINT1-TIP60 complex	P49773;Q92993	HINT1;KAT5
3274	HINT1-UBC3-RBX1 complex	P49773;P49427;P62877	HINT1;CDC34;RBX1
3275	HINT1-SP1 complex	P49773;P08047	HINT1;SP1
3276	AIP1-ASK1-HIPK1 complex	E1BQ34;F1MXH6;E1BB77	HIPK1;MAP3K5;DAB2IP
3277	AML1-HIPK2-p300 complex	Q9H2X6;Q09472;Q01196	HIPK2;EP300;RUNX1
3278	Slit diaphragms complex	Q6P6T5;Q9R044;Q9JHY1;F1LRS8;Q6X936;D4A4X4;A0A0G2K2P5;Q8K4G9	Ocln;Nphs1;F11r;Cd2ap;Kirrel1;Cgn;Tjp1;Nphs2
3279	RAC1-RHOA-VANGL2 complex	Q9ULK5;P63000;P61586	VANGL2;RAC1;RHOA
3280	Lrrc6-Zmynd10 complex	Q6AXZ5;D4ACP1	Zmynd10;Lrrc6
3281	MICALL1-RAB13 complex	P51153;Q8N3F8	RAB13;MICALL1
3282	AUF1(p45)-ZFP36 complex	Q14103;P26651	HNRNPD;ZFP36
3283	HNRNPD(p45)-ZFP36L1 complex	Q14103;Q07352	HNRNPD;ZFP36L1
3284	HNRNPD(p45)-Zfp36l3 complex	Q14103;Q5ISE2	HNRNPD;Zfp36l3
3285	HNRNPD(p45)-ZFP36L2 complex	Q14103;P47974	HNRNPD;ZFP36L2
3286	CTNNAL1-DNTA complex	Q9UBT7;Q9Y4J8	CTNNAL1;DTNA
3287	Disc1-Kalrn-Rac1 complex	P97924;Q6RUV5;Q810H6	Kalrn;Rac1;Disc1
3288	NLGN1-NRXN1 complex	Q9ULB1;Q8N2Q7	NRXN1;NLGN1
3289	DISC1-TRAK1 complex	Q9UPV9;Q9NRI5	TRAK1;DISC1
3290	DISC1-RHOT1 complex	Q8IXI2;Q9NRI5	RHOT1;DISC1
3291	PAFAH1B1-PAFAH1B2-PAFAH1B3 complex	P43033;P68401;Q29460	PAFAH1B1;PAFAH1B2P68402;PAFAH1B3
3292	PFKL-PFKM-PFKP complex	E1BCW3;Q0IIG5;A1A4J1	PFKP;PFKM;PFKL
3293	MTR4-RBM7-ZCCHC8 complex	Q9Y580;Q6NZY4;P42285	RBM7;ZCCHC8;MTREX
3294	Aip1-Ire1-Traf2, ER stress induced complex	Q3UHC7;Q9EQY0;P39429	Dab2ip;Ern1;Traf2
3295	GDF15-ERBB2 complex	P04626;Q99988	ERBB2;GDF15
3296	PARP1-LIG3 complex	P09874;P49916	PARP1;LIG3
3297	SCAP-SREBF1 complex	Q60416;P97260	SREBF1;SCAP
3298	ASXL1-HCFC1-OGT complex	P51610;O15294;Q8IXJ9	HCFC1;OGT;ASXL1
3299	SCAP-SREBF2 complex	Q60429;P97260	SREBF2;SCAP
3300	IL-15-lactadherin complex	Q08431;P40933	MFGE8;IL15
3301	TRIM25-G3BP2 complex	Q14258;Q9UN86	TRIM25;G3BP2
3302	NDFIP1-NEDD4L-SLC11A2 complex	Q9BT67;P49281;Q96PU5	NDFIP1;SLC11A2;NEDD4L
3303	TF-TFRC complex	P02786;P02787	TFRC;TF
3304	Kdm1a-Plod2 complex	Q6ZQ88;Q9R0B9	Kdm1a;Plod2
3305	ARAF-PIK3R1 complex	P27986;P10398	PIK3R1;ARAF
3306	Irf1-Irf8 complex	P15314;P23611	Irf1;Irf8
3307	EYA1-SIX1 complex	Q99502;Q15475	EYA1;SIX1
3308	EYA1-SIX2 complex	Q99502;Q9NPC8	EYA1;SIX2
3309	Lin7b-MPP5-Patj complex	Q8N3R9;F1MAD2;O88951	MPP5;Patj;Lin7b
3310	KATNA1-KATNAL1-KATNB1-KATNBL1 complex	Q9BVA0;O75449;Q9H079;Q9BW62	KATNB1;KATNA1;KATNBL1;KATNAL1
3311	ASH2L-KDM6B-KDM6B-WDR5 complex	Q9UBL3;Q15291;O15054;P61964	ASH2L;RBBP5;KDM6B;WDR5
3312	Ubiquitin E3 ligase (CUL3, KEAP1, RBX1)	P62877;Q14145;Q13618	RBX1;KEAP1;CUL3
3313	Khdc3-Nlrp5-Ooep-Tle6 complex	Q9WVB3;Q9CWU5;Q9R1M5;Q9CWE6	Tle6;Khdc3;Nlrp5;Ooep
3314	CUL3-KCTD11 complex	Q693B1;Q13618	KCTD11;CUL3
3315	CUL3-KCTD6 complex	Q8NC69;Q13618	KCTD6;CUL3
3316	BRD7-SWI\u2013SNF complex	O14497;P51532;Q96GM5;Q8WUB8;Q9NPI1;O96019;P51531;Q969G3;O14744;Q92922;Q8TAQ2	ARID1A;SMARCA4;SMARCD1;PHF10;BRD7;ACTL6A;SMARCA2;SMARCE1;PRMT5;SMARCC1;SMARCC2
3317	BRD7-SWI\u2013SNF-SUZ12 complex	Q9NVM4;P51532;Q9NPI1;P51531;Q15022	PRMT7;SMARCA4;BRD7;SMARCA2;SUZ12
3318	BRD7-BAF60A-MEP50 complex	Q9BQA1;Q96GM5;Q9NPI1	WDR77;SMARCD1;BRD7
3319	BRD7-EZH2-SUZ12 complex	Q15910;Q9NPI1;Q15022	EZH2;BRD7;SUZ12
3320	BRD7-CBP-SWI\u2013SNF complex	P51532;Q8WUB8;Q9NPI1;P51531;Q969G3;O14744;Q9NWQ8	SMARCA4;PHF10;BRD7;SMARCA2;SMARCE1;PRMT5;PAG1
3321	KDM8-RCCD1 complex	A6NED2;Q8N371	RCCD1;KDM8
3322	KHDC3L-NLRP5-OOEP-TLE6 complex	Q9H808;Q587J8;A6NGQ2;P59047	TLE6;KHDC3L;OOEP;NLRP5
3323	FYN-KHDRBS1-PLCG1 complex	Q07666;P19174;P06241	KHDRBS1;PLCG1;FYN
3324	Ilf2-Ilf3-Khdrbs1-Ncoa5-Ppp1a-Rbmx-Ylpm1 complex	P62138;Q7TP98;D3ZEI6;P0CB49;Q91V33;Q4V898;Q9JIL3	Ppp1ca;Ilf2;Ncoa5;Ylpm1;Khdrbs1;Rbmx;Ilf3
3325	DCS complex	Q92945;Q9UKA9;P31943;P26599	KHSRP;PTBP2;HNRNPH1;PTBP1
3326	Prohibitin-HIRA complex	Q9NPG3;Q9Y6J0;P35232;P54198	UBN1;CABIN1;PHB;HIRA
3327	OGT-HIRA complex	Q9NPG3;Q9Y6J0;P54198;O15294	UBN1;CABIN1;HIRA;OGT
3328	DTX3L-PARP9 complex	Q8IXQ6;Q8TDB6	PARP9;DTX3L
3329	DTX3L-PARP9-STAT1 complex	Q8TDB6;P42224;Q8IXQ6	DTX3L;STAT1;PARP9
3330	HIVEP3-RUNX2-WWP1 complex	Q9H0M0;Q5T1R4;Q13950	WWP1;HIVEP3;RUNX2
